"","COMMODITY.YEAR.ID","STATE.CODE","STATE.ABBREVIATION","COUNTY.CODE","COUNTY.NAME","COMMODITY.CODE","COMMODITY.NAME","INSURANCE.PLAN.CODE","INSURACE.PLAN.NAME.ABBREVIATION","COVERAGE.CATEGORY","STAGE.CODE","CAUSE.OF.LOSS.CODE","CAUSE.OF.LOSS.DESCRIPTION.x","MONTH.OF.LOSS","MONTH.OF.LOSS.NAME","YEAR.OF.LOSS","POLICIES.EARNING.PERMIUM","POLICIES.INDEMNIFIED","NET.PLANTED.ACRES","NET.ENDORSED.ACRES","LIABILITY","TOTAL.PREMIUM","PRODUCER.PAID.PREMIUM","SUBSIDY","STATE_PRIVATE.SUBSIDY","ADDITIONAL.SUBSIDY","NET.DETERMINED.ACRES","INDEMNITY.AMOUNT","LOSS.RATIO","CAUSE.OF.LOSS.DESCRIPTION.y"
"4115",1990,37,"NC",49,"Craven                        ",9999,"All Other Crops               ",90,NA,NA,"0H","11","",8,"AUG",NA,4,4,243.5,0,16312.1,3179.1,2404.6,774.5,0,0,251.8,10811.4,3.4,"Drought"
"4116",1990,37,"NC",49,"Craven                        ",9999,"All Other Crops               ",90,NA,NA,"0H","11","",1,"JAN",NA,1,1,37.8,0,3418,394,326,68,0,0,75.6,4486,11.39,"Drought"
"4117",1990,37,"NC",49,"Craven                        ",9999,"All Other Crops               ",90,NA,NA,"UH","11","",7,"JUL",NA,3,3,131,0,12568.5,1378,1025.5,352.5,0,0,128.4,10929,7.93,"Drought"
"4118",1990,37,"NC",49,"Craven                        ",9999,"All Other Crops               ",90,NA,NA,"0H","11","",6,"JUN",NA,11,11,1981.79,0,231456,19174,13774,5400,0,0,1981.7961,120343,6.28,"Drought"
"4119",1990,37,"NC",49,"Craven                        ",9999,"All Other Crops               ",90,NA,NA,"0H","11","",9,"SEP",NA,1,1,14.3,0,1803,208,172,36,0,0,14.3,499,2.4,"Drought"
"4120",1990,37,"NC",49,"Craven                        ",9999,"All Other Crops               ",90,NA,NA,"UH","11","",8,"AUG",NA,1,1,4.8,0,760,211.5,175.5,36,0,0,1.7,218,1.03,"Drought"
"4121",1990,37,"NC",49,"Craven                        ",9999,"All Other Crops               ",90,NA,NA,"UH","11","",10,"OCT",NA,1,0,20,0,3166.5,880,731.5,148.5,0,0,14.8,0,0,"Drought"
"4122",1990,37,"NC",49,"Craven                        ",9999,"All Other Crops               ",30,NA,NA,"0H","11","",6,"JUN",NA,1,1,2.38,0,5856,228,193,35,0,0,2.38,2886,12.66,"Drought"
"4123",1990,37,"NC",49,"Craven                        ",9999,"All Other Crops               ",90,NA,NA,"04","11","",0,"   ",NA,4,4,458.33,0,64790,4274,2987,1287,0,0,458.3346,24695,5.78,"Drought"
"4124",1990,37,"NC",49,"Craven                        ",9999,"All Other Crops               ",30,NA,NA,"0H","11","",10,"OCT",NA,1,1,6.742,0,16590.8,647,547.6,99.4,0,0,6.742,9158,14.15,"Drought"
"4125",1990,37,"NC",49,"Craven                        ",9999,"All Other Crops               ",90,NA,NA,"0H","11","",7,"JUL",NA,22,22,1439.56,0,160150.4,15039,11073.8,3965.2,0,0,1442.1608,51129.3,3.4,"Drought"
"4126",1990,37,"NC",49,"Craven                        ",9999,"All Other Crops               ",30,NA,NA,"0H","11","",7,"JUL",NA,4,4,61.46,0,155686,5108,4270,838,0,0,61.455,23565,4.61,"Drought"
"4127",1990,37,"NC",49,"Craven                        ",9999,"All Other Crops               ",30,NA,NA,"UH","11","",6,"JUN",NA,1,1,5.81,0,14296,557,472,85,0,0,5.81,9292,16.68,"Drought"
"4128",1990,37,"NC",49,"Craven                        ",9999,"All Other Crops               ",30,NA,NA,"0H","21","",7,"JUL",NA,1,1,26.968,0,66363.2,2588,2190.4,397.6,0,0,26.968,36632,14.15,"Hail"
"4129",1990,37,"NC",49,"Craven                        ",9999,"All Other Crops               ",30,NA,NA,"0H","21","",6,"JUN",NA,1,1,6.6,0,16241.4,633.6,535.8,97.8,0,0,6.6,5840.4,9.22,"Hail"
"4130",1990,37,"NC",49,"Craven                        ",9999,"All Other Crops               ",90,NA,NA,"0R","31","",1,"JAN",NA,1,1,37.8,0,3418,394,326,68,0,0,36.2,479,1.22,"Excess Moisture/Precipitation/Rain                                                                  "
"4131",1990,37,"NC",49,"Craven                        ",9999,"All Other Crops               ",90,NA,NA,"0R","31","",1,"JAN",NA,1,1,37.8,0,3418,394,326,68,0,0,36.2,479,1.22,"Excess Moisture/Precipitation/Rain"
